Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2002-08-20,0.24433,0.24584,0.23734,0.24343,217950752
2002-08-21,0.24489,0.24835,0.23607,0.24652,236406486
2002-08-22,0.24773,0.24835,0.23947,0.24433,301668739
2002-08-23,0.24308,0.24343,0.23607,0.24067,190646396
2002-08-26,0.24377,0.24377,0.23184,0.23734,221855091
2002-08-27,0.24034,0.24067,0.22511,0.22687,306246657
2002-08-28,0.22634,0.23123,0.22413,0.22478,289595970
2002-08-29,0.22413,0.23063,0.22172,0.22478,191725530
2002-08-30,0.22538,0.23153,0.22293,0.22572,226001403
2002-09-03,0.22172,0.22264,0.21504,0.21504,323420624
2002-09-04,0.21709,0.22602,0.21641,0.22143,491268755
2002-09-05,0.21739,0.21959,0.21504,0.21677,264142499
2002-09-06,0.22172,0.22413,0.21769,0.2199,212071304
2002-09-09,0.21834,0.22202,0.21641,0.21959,184806192
2002-09-10,0.22053,0.22172,0.21584,0.21929,291342111
2002-09-11,0.21929,0.22326,0.21641,0.21834,236386851
2002-09-12,0.21709,0.22172,0.21584,0.21616,315121467
2002-09-13,0.21616,0.21929,0.21504,0.21641,330444561
2002-09-16,0.21616,0.22326,0.21584,0.22172,334754413
2002-09-17,0.22293,0.22968,0.22293,0.22634,499836115
2002-09-18,0.22443,0.23063,0.22202,0.22968,383804155
2002-09-19,0.22572,0.22634,0.22143,0.22293,240513569
2002-09-20,0.22354,0.22841,0.22202,0.22717,412004461
2002-09-23,0.22572,0.22871,0.22083,0.22687,307973263
2002-09-24,0.2202,0.2266,0.2202,0.22383,292735166
2002-09-25,0.22443,0.23184,0.22413,0.22809,297430845
2002-09-26,0.23096,0.23214,0.22264,0.22478,243665893
2002-09-27,0.22172,0.22687,0.22143,0.22511,240755522
2002-09-30,0.2202,0.22293,0.21616,0.22172,277595214
2002-10-01,0.22293,0.22326,0.21412,0.22172,399898968
2002-10-02,0.21929,0.22383,0.21558,0.21641,267844096
2002-10-03,0.21677,0.22326,0.21504,0.21867,254469857
2002-10-04,0.21959,0.2202,0.21412,0.21446,222855681
2002-10-07,0.2138,0.21739,0.21033,0.21033,285770118
2002-10-08,0.21257,0.21347,0.20424,0.20923,529789115
2002-10-09,0.20703,0.21163,0.20513,0.20771,416556219
2002-10-10,0.20864,0.21739,0.20771,0.21558,375550707
2002-10-11,0.21769,0.22602,0.21558,0.22172,344139307
2002-10-14,0.22264,0.22906,0.22083,0.22572,227034736
2002-10-15,0.23274,0.23301,0.22602,0.23184,473584734
2002-10-16,0.22717,0.23153,0.21257,0.22264,359259659
2002-10-17,0.21739,0.2199,0.2138,0.21558,548068325
2002-10-18,0.21412,0.21929,0.21287,0.21929,336690240
2002-10-21,0.21801,0.22383,0.21412,0.22264,278556531
2002-10-22,0.22143,0.22746,0.21801,0.22478,254764120
2002-10-23,0.22383,0.22906,0.22172,0.22746,244123679
2002-10-24,0.22968,0.23274,0.22264,0.22443,204079468
2002-10-25,0.22443,0.23607,0.22293,0.23575,325912429
2002-10-28,0.23793,0.24377,0.23301,0.23856,407930032
2002-10-29,0.23823,0.24279,0.22871,0.23607,302682446
2002-10-30,0.23702,0.2504,0.23672,0.24433,316108994
2002-10-31,0.24459,0.25136,0.24343,0.24584,345493027
2002-11-01,0.24377,0.25233,0.24308,0.25011,221691566
2002-11-04,0.25233,0.26574,0.25011,0.25837,440067440
2002-11-05,0.25624,0.2593,0.25011,0.25837,246059431
2002-11-06,0.26119,0.26486,0.25536,0.26332,252710612
2002-11-07,0.25902,0.26149,0.24197,0.24459,392606903
2002-11-08,0.24489,0.24773,0.23734,0.24221,221966263
2002-11-11,0.24067,0.24308,0.23123,0.23184,178652080
2002-11-12,0.2342,0.24522,0.2336,0.23915,261356411
2002-11-13,0.23702,0.24584,0.2336,0.23823,270636668
2002-11-14,0.24308,0.25106,0.24131,0.2493,165500211
2002-11-15,0.24835,0.24835,0.24099,0.24377,188017346
2002-11-18,0.24773,0.24773,0.23734,0.23947,192202849
2002-11-19,0.23793,0.24099,0.22935,0.2333,246360253
2002-11-20,0.2339,0.24009,0.23301,0.23734,243777030
2002-11-21,0.24308,0.25136,0.24099,0.25011,488724678
2002-11-22,0.24584,0.2493,0.24308,0.24489,266104466
2002-11-25,0.24522,0.24676,0.24034,0.24433,232901010
2002-11-26,0.24221,0.24308,0.2333,0.23575,280590466
2002-11-27,0.23856,0.24249,0.23607,0.24034,334937558
2002-11-29,0.24131,0.24279,0.23575,0.23702,167508016
2002-12-02,0.24308,0.24619,0.22935,0.23214,465671377
2002-12-03,0.23244,0.23455,0.23096,0.23184,266117510
2002-12-04,0.23214,0.23214,0.22172,0.22906,380436009
2002-12-05,0.22968,0.23063,0.22202,0.22383,284252903
2002-12-06,0.22413,0.23214,0.22202,0.22841,286541806
2002-12-09,0.22841,0.22841,0.22413,0.22572,275711672
2002-12-10,0.22572,0.23607,0.22538,0.2336,360410690
2002-12-11,0.2339,0.23702,0.23063,0.23702,296050952
2002-12-12,0.23702,0.23793,0.22935,0.23214,174407668
2002-12-13,0.23153,0.23184,0.22413,0.22602,192438303
2002-12-16,0.2266,0.23096,0.22326,0.22687,293860031
2002-12-17,0.22687,0.23214,0.22413,0.23063,260035376
2002-12-18,0.22634,0.22717,0.22172,0.22293,175996839
2002-12-19,0.22202,0.22809,0.21558,0.21709,405850328
2002-12-20,0.21834,0.22264,0.21065,0.21616,371489428
2002-12-23,0.21641,0.22264,0.21584,0.22172,146946401
2002-12-24,0.22083,0.22143,0.21867,0.21959,45943241
2002-12-26,0.22053,0.2266,0.21834,0.2202,99760557
2002-12-27,0.21897,0.2199,0.21412,0.21504,93469122
2002-12-30,0.21532,0.21641,0.21163,0.21532,181065322
2002-12-31,0.21412,0.21959,0.21313,0.21929,234418339
2003-01-02,0.21959,0.22809,0.21929,0.22634,211881649
2003-01-03,0.22634,0.22809,0.22293,0.22781,172203705
2003-01-06,0.22968,0.2352,0.22746,0.22781,456083790
2003-01-07,0.22602,0.22935,0.22143,0.22687,399807428
2003-01-08,0.22293,0.22511,0.22083,0.22264,268190712
2003-01-09,0.22354,0.22809,0.22172,0.22443,251382960
2003-01-10,0.22293,0.2266,0.22172,0.22511,204491517
2003-01-13,0.22781,0.22781,0.21959,0.22383,208977917
2003-01-14,0.22443,0.2266,0.22172,0.22326,218225393
2003-01-15,0.22293,0.22478,0.21801,0.22053,433422818
2003-01-16,0.21739,0.22572,0.21739,0.22354,652910443
2003-01-17,0.22264,0.22264,0.21532,0.21558,311537573
2003-01-21,0.21739,0.22053,0.21412,0.21446,295998652
2003-01-22,0.2138,0.21641,0.21097,0.21223,251252218
2003-01-23,0.21504,0.21959,0.21313,0.21641,266568769
2003-01-24,0.21769,0.21769,0.20736,0.21097,356741799
2003-01-27,0.20923,0.22172,0.20896,0.21616,457104013
2003-01-28,0.21769,0.22443,0.21641,0.22293,334303140
2003-01-29,0.22264,0.23096,0.21867,0.22809,435659430
2003-01-30,0.22906,0.23063,0.21834,0.21897,475383182
2003-01-31,0.21677,0.22264,0.21504,0.21959,398499403
2003-02-03,0.22053,0.22809,0.21929,0.22413,309228951
2003-02-04,0.22083,0.22413,0.21897,0.22326,370691490
2003-02-05,0.22511,0.22809,0.22083,0.22083,258812405
2003-02-06,0.21959,0.22293,0.21739,0.22053,209219925
2003-02-07,0.22264,0.22326,0.21532,0.21641,314971054
2003-02-10,0.21801,0.22293,0.21504,0.21929,196068001
2003-02-11,0.22172,0.22383,0.21709,0.21929,192438303
2003-02-12,0.21801,0.22326,0.21801,0.2202,267072408
2003-02-13,0.22053,0.22383,0.21769,0.22235,243489282
2003-02-14,0.22326,0.22511,0.21929,0.22413,284135156
2003-02-18,0.22572,0.2339,0.22511,0.2333,339724797
2003-02-19,0.23063,0.23184,0.22443,0.22687,280714754
2003-02-20,0.22687,0.22871,0.22511,0.22572,262010402
2003-02-21,0.2266,0.2303,0.22413,0.22935,183870999
2003-02-24,0.22717,0.22968,0.21097,0.22538,210508281
2003-02-25,0.22443,0.23063,0.22293,0.22968,220305137
2003-02-26,0.22935,0.22968,0.22143,0.22172,253534647
2003-02-27,0.22293,0.22935,0.22172,0.22717,180247823
2003-02-28,0.22717,0.23063,0.22572,0.22935,227845673
2003-03-03,0.22935,0.23184,0.22264,0.22413,237963016
2003-03-04,0.22538,0.2266,0.22083,0.22264,147633048
2003-03-05,0.22326,0.22634,0.22202,0.22354,147946981
2003-03-06,0.22293,0.22326,0.2202,0.22264,116620603
2003-03-07,0.22143,0.22511,0.21897,0.22202,234719172
2003-03-10,0.22172,0.22413,0.21867,0.21959,157161788
2003-03-11,0.21959,0.22172,0.21584,0.21769,188246192
2003-03-12,0.21641,0.2202,0.21504,0.21739,259917639
2003-03-13,0.22143,0.22634,0.21641,0.22511,391750162
2003-03-14,0.22443,0.22935,0.22383,0.22602,178795967
2003-03-17,0.22781,0.23063,0.22511,0.22935,467038225
2003-03-18,0.22935,0.23063,0.2266,0.22935,268583121
2003-03-19,0.23063,0.23184,0.22602,0.22841,165035926
2003-03-20,0.22809,0.22935,0.22326,0.22809,190567910
2003-03-21,0.23063,0.23184,0.2266,0.22935,347958623
2003-03-24,0.22413,0.22634,0.21929,0.21959,188141615
2003-03-25,0.22053,0.22687,0.21959,0.22264,195845638
2003-03-26,0.22264,0.22264,0.21867,0.22053,208278138
2003-03-27,0.21897,0.22478,0.21897,0.22172,142937395
2003-03-28,0.2202,0.22354,0.21959,0.22293,169692385
2003-03-31,0.21929,0.22202,0.21474,0.21616,299739472
2003-04-01,0.21709,0.21897,0.21532,0.21641,180247823
2003-04-02,0.22053,0.22572,0.21897,0.22413,200135844
2003-04-03,0.22264,0.22478,0.21929,0.22113,170175277
2003-04-04,0.22202,0.22413,0.2202,0.22053,170125701
2003-04-07,0.22687,0.22841,0.22053,0.22172,229935366
2003-04-08,0.22172,0.22413,0.21959,0.22083,150579581
2003-04-09,0.22202,0.22354,0.21616,0.21677,171371811
2003-04-10,0.21709,0.2202,0.21709,0.21959,127635262
2003-04-11,0.21504,0.22083,0.19753,0.20186,1628545690
2003-04-14,0.20978,0.21033,0.20641,0.20771,588853218
2003-04-15,0.20771,0.20802,0.20334,0.20486,356135069
2003-04-16,0.19877,0.20896,0.19753,0.20249,1190505629
2003-04-17,0.20186,0.20249,0.19452,0.20064,721089491
2003-04-21,0.20091,0.20151,0.19846,0.20091,178784055
2003-04-22,0.20151,0.20834,0.19999,0.20641,355330976
2003-04-23,0.20671,0.20864,0.20424,0.20771,246029272
2003-04-24,0.20671,0.20802,0.19877,0.20549,381555110
2003-04-25,0.20579,0.20771,0.20249,0.20397,240625935
2003-04-28,0.20397,0.21347,0.20397,0.21195,745887082
2003-04-29,0.2138,0.21641,0.20771,0.21504,536716983
2003-04-30,0.21287,0.21929,0.21163,0.21739,536315670
2003-05-01,0.21769,0.2202,0.21412,0.21959,401383866
2003-05-02,0.22113,0.22293,0.21929,0.22083,376227758
2003-05-05,0.22572,0.2581,0.22572,0.24584,1819283126
2003-05-06,0.24652,0.27373,0.24619,0.26759,1771686555
2003-05-07,0.26486,0.2789,0.26149,0.26964,1233358129
2003-05-08,0.27056,0.27643,0.26456,0.27526,804581521
2003-05-09,0.28014,0.28134,0.27343,0.27982,688462346
2003-05-12,0.27737,0.28654,0.27704,0.2838,491083254
2003-05-13,0.28167,0.28997,0.27436,0.28567,523363595
2003-05-14,0.28776,0.28806,0.28167,0.2838,416422581
2003-05-15,0.2844,0.28836,0.28227,0.28654,334448829
2003-05-16,0.28411,0.29055,0.27947,0.28744,393925826
2003-05-19,0.28348,0.28502,0.27609,0.27674,521741126
2003-05-20,0.27674,0.2777,0.26916,0.27187,487303810
2003-05-21,0.27187,0.27643,0.2703,0.27314,357423222
2003-05-22,0.27373,0.28134,0.27122,0.2789,210296300
2003-05-23,0.27862,0.28227,0.27463,0.28014,241872391
2003-05-27,0.27463,0.28899,0.27403,0.28868,339029110
2003-05-28,0.28283,0.28534,0.27737,0.27947,398201859
2003-05-29,0.27947,0.28283,0.27373,0.27674,389813515
2003-05-30,0.27704,0.27803,0.26819,0.27436,447097951
2003-06-02,0.27674,0.27917,0.26391,0.26668,488852627
2003-06-03,0.26668,0.2703,0.2603,0.26456,421431028
2003-06-04,0.26456,0.27187,0.26205,0.26916,316728363
2003-06-05,0.26668,0.27122,0.26486,0.26964,240173933
2003-06-06,0.27122,0.27578,0.26205,0.26205,283716728
2003-06-09,0.25902,0.26055,0.25413,0.25655,303589492
2003-06-10,0.25837,0.26424,0.25624,0.2627,206300513
2003-06-11,0.26205,0.26789,0.25687,0.26668,262904770
2003-06-12,0.26852,0.27343,0.26668,0.27153,295001718
2003-06-13,0.27153,0.27436,0.26173,0.26634,223352333
2003-06-16,0.26916,0.27917,0.26668,0.27917,279032008
2003-06-17,0.28167,0.28283,0.27493,0.27835,207291578
2003-06-18,0.28197,0.29782,0.27982,0.29231,531359997
2003-06-19,0.29604,0.29975,0.28686,0.29263,446266248
2003-06-20,0.29604,0.29945,0.28899,0.29361,419897009
2003-06-23,0.29522,0.30125,0.28686,0.29141,358955478
2003-06-24,0.29749,0.30092,0.28686,0.28718,601836730
2003-06-25,0.28718,0.29656,0.28622,0.29173,385177248
2003-06-26,0.28592,0.29548,0.28592,0.2949,186515757
2003-06-27,0.29522,0.29522,0.28257,0.28654,427193883
2003-06-30,0.28567,0.29391,0.28411,0.29141,260705357
2003-07-01,0.28868,0.29329,0.28315,0.29173,211372516
2003-07-02,0.29111,0.29656,0.29082,0.29458,379903869
2003-07-03,0.29055,0.29877,0.29025,0.29231,160898083
2003-07-07,0.29458,0.30859,0.29231,0.30398,334323802
2003-07-08,0.29845,0.31348,0.29782,0.31201,299834446
2003-07-09,0.30909,0.31261,0.3043,0.3043,249567206
2003-07-10,0.30398,0.30492,0.29627,0.29945,200186446
2003-07-11,0.3006,0.30592,0.29877,0.30365,159832332
2003-07-14,0.30617,0.31201,0.30398,0.3043,220033205
2003-07-15,0.30617,0.30938,0.29686,0.29975,241334428
2003-07-16,0.29975,0.30592,0.29627,0.30398,293309690
2003-07-17,0.30884,0.3202,0.30767,0.31955,877312504
2003-07-18,0.31955,0.32388,0.31201,0.31897,349003585
2003-07-21,0.31649,0.31777,0.31034,0.31501,214391527
2003-07-22,0.31922,0.3205,0.31348,0.31808,230286252
2003-07-23,0.3202,0.3205,0.31298,0.31777,167047639
2003-07-24,0.32167,0.32879,0.31163,0.31373,267718387
2003-07-25,0.31225,0.33005,0.31201,0.32943,253054009
2003-07-28,0.32879,0.32879,0.31897,0.32077,198954142
2003-07-29,0.32077,0.32237,0.31373,0.31684,230212485
2003-07-30,0.31744,0.31955,0.30859,0.31003,202732255
2003-07-31,0.31714,0.32657,0.31466,0.32237,344247814
2003-08-01,0.3211,0.32505,0.31551,0.31714,174717257
2003-08-04,0.31409,0.32879,0.31003,0.32446,268746473
2003-08-05,0.32657,0.32717,0.30739,0.31163,291312441
2003-08-06,0.30671,0.30859,0.2981,0.29998,286666912
2003-08-07,0.30187,0.30709,0.29686,0.30457,203648720
2003-08-08,0.30739,0.30767,0.29975,0.30027,160987929
2003-08-11,0.30302,0.30457,0.29845,0.3006,160262913
2003-08-12,0.30218,0.30271,0.29749,0.30125,192042021
2003-08-13,0.30365,0.31102,0.29945,0.30859,330656158
2003-08-14,0.30909,0.31066,0.30492,0.30521,224926649
2003-08-15,0.30521,0.30709,0.3006,0.30187,146997020
2003-08-18,0.30365,0.31225,0.30153,0.31102,225133237
2003-08-19,0.31163,0.31261,0.30592,0.31066,156129911
2003-08-20,0.30859,0.32505,0.30795,0.32143,319203923
2003-08-21,0.32167,0.33209,0.3202,0.33147,298962655
2003-08-22,0.33336,0.33639,0.31551,0.31922,292271683
2003-08-25,0.31777,0.31987,0.31315,0.31955,160909858
2003-08-26,0.31744,0.32237,0.31132,0.32205,192649118
2003-08-27,0.31987,0.32847,0.31588,0.32847,263588630
2003-08-28,0.32599,0.33978,0.32599,0.33948,373275749
2003-08-29,0.33948,0.34952,0.33727,0.34564,307329902
2003-09-02,0.34647,0.35017,0.34246,0.34952,281654119
2003-09-03,0.34861,0.35657,0.34802,0.35079,314053152
2003-09-04,0.35413,0.35539,0.34802,0.34892,242889173
2003-09-05,0.3477,0.35384,0.34277,0.34401,280466898
2003-09-08,0.34368,0.34831,0.34335,0.3477,195320210
2003-09-09,0.34468,0.34677,0.33817,0.34215,210650488
2003-09-10,0.3401,0.34564,0.33791,0.33913,262641571
2003-09-11,0.3401,0.34831,0.33791,0.34503,249748505
2003-09-12,0.34435,0.35384,0.34103,0.35316,210218985
2003-09-15,0.35316,0.35316,0.33817,0.33978,264918687
2003-09-16,0.33978,0.3471,0.33948,0.34187,314156455
2003-09-17,0.34215,0.34215,0.33425,0.33817,337971638
2003-09-18,0.33791,0.35145,0.33553,0.34987,295352083
2003-09-19,0.34987,0.35254,0.34277,0.34535,240520342
2003-09-22,0.33913,0.34401,0.33518,0.33759,210004201
2003-09-23,0.33662,0.34335,0.33458,0.34277,154682841
2003-09-24,0.33978,0.34103,0.32237,0.32599,351851790
2003-09-25,0.32629,0.32687,0.30938,0.31225,670848528
2003-09-26,0.31034,0.32747,0.30795,0.31649,404824859
2003-09-29,0.32847,0.32847,0.31551,0.3257,427082901
2003-09-30,0.32237,0.32446,0.31261,0.31684,333330769
2003-10-01,0.31684,0.32269,0.30884,0.31777,275744365
2003-10-02,0.31808,0.31808,0.31003,0.31466,238304257
2003-10-03,0.32077,0.33425,0.31955,0.33185,349882645
2003-10-06,0.33147,0.34133,0.33005,0.34073,313367020
2003-10-07,0.33727,0.35811,0.33518,0.35506,488369158
2003-10-08,0.35539,0.35994,0.3477,0.35254,500614993
2003-10-09,0.35657,0.36206,0.34831,0.35843,406115905
2003-10-10,0.35932,0.36398,0.35749,0.36206,204182102
2003-10-13,0.36301,0.37331,0.36267,0.3725,326839951
2003-10-14,0.37187,0.37824,0.37,0.37556,321647658
2003-10-15,0.38009,0.38252,0.3759,0.37944,714454359
2003-10-16,0.36398,0.36426,0.34277,0.35539,1140266316
2003-10-17,0.35749,0.35901,0.34277,0.34802,420200331
2003-10-20,0.34564,0.35692,0.34215,0.35506,325993258
2003-10-21,0.35627,0.35781,0.34802,0.3545,206075950
2003-10-22,0.3545,0.35474,0.34677,0.34802,188722114
2003-10-23,0.3477,0.35384,0.34535,0.35145,192941451
2003-10-24,0.34503,0.34952,0.3401,0.34564,256759615
2003-10-27,0.34802,0.35017,0.34368,0.34564,189201292
2003-10-28,0.34503,0.36331,0.34246,0.36267,293959270
2003-10-29,0.35961,0.36536,0.35692,0.36238,311906637
2003-10-30,0.36664,0.367,0.34987,0.35286,303832302
2003-10-31,0.35627,0.35716,0.34831,0.35017,254766796
2003-11-03,0.34892,0.35627,0.34831,0.35384,353672037
2003-11-04,0.35286,0.35316,0.34535,0.35049,291065178
2003-11-05,0.34892,0.35348,0.34335,0.35222,376596896
2003-11-06,0.35049,0.35384,0.34622,0.35348,463753502
2003-11-07,0.35474,0.35539,0.34305,0.34401,245601199
2003-11-10,0.34305,0.34622,0.33398,0.33491,273593547
2003-11-11,0.33491,0.33662,0.32847,0.32943,251172899
2003-11-12,0.32847,0.34742,0.32847,0.34133,350979715
2003-11-13,0.34133,0.34503,0.33518,0.34277,248481598
2003-11-14,0.34368,0.34564,0.3254,0.32809,276929862
2003-11-17,0.32657,0.32687,0.3202,0.32296,266566141
2003-11-18,0.32446,0.32629,0.31132,0.31225,313416248
2003-11-19,0.31438,0.31551,0.30967,0.31225,402475082
2003-11-20,0.30739,0.32237,0.30739,0.31163,279829134
2003-11-21,0.31102,0.31466,0.30365,0.31003,283377887
2003-11-24,0.31348,0.32505,0.31315,0.32325,445913945
2003-11-25,0.32475,0.32475,0.31501,0.31615,317045476
2003-11-26,0.31955,0.32325,0.30938,0.31684,286273193
2003-11-28,0.31684,0.32237,0.31373,0.31987,88866476
2003-12-01,0.32167,0.33425,0.32167,0.33209,422220181
2003-12-02,0.33025,0.33491,0.32747,0.32943,256982745
2003-12-03,0.32943,0.33398,0.3205,0.32167,224439605
2003-12-04,0.32167,0.32388,0.31744,0.32325,207803848
2003-12-05,0.31955,0.32325,0.31714,0.31897,217425281
2003-12-08,0.31777,0.32237,0.31225,0.32205,173117150
2003-12-09,0.32388,0.32475,0.31201,0.31261,157826463
2003-12-10,0.31261,0.31501,0.30521,0.31163,316877137
2003-12-11,0.30938,0.32629,0.30909,0.32446,214183515
2003-12-12,0.32599,0.32599,0.31649,0.31955,225014008
2003-12-15,0.32847,0.32847,0.30709,0.30859,454181773
2003-12-16,0.30884,0.31315,0.30617,0.30767,436719478
2003-12-17,0.30709,0.30767,0.30245,0.30398,320292502
2003-12-18,0.3043,0.30859,0.3043,0.30651,386453817
2003-12-19,0.30884,0.31225,0.29998,0.30125,529689306
2003-12-22,0.30027,0.3043,0.29426,0.30365,440350211
2003-12-23,0.30457,0.30492,0.29975,0.30271,360277317
2003-12-24,0.30153,0.31466,0.30027,0.31225,207259757
2003-12-26,0.31132,0.31987,0.31102,0.31777,121094840
2003-12-29,0.31987,0.32358,0.31897,0.32325,272641255
2003-12-30,0.32388,0.32879,0.32325,0.3254,239237203
2003-12-31,0.32657,0.32943,0.32388,0.32687,203730257
2004-01-02,0.32972,0.33269,0.32388,0.3254,168919164
2004-01-05,0.32747,0.34246,0.32747,0.33913,461317956
2004-01-06,0.3401,0.34277,0.33209,0.33759,594909708
2004-01-07,0.33791,0.34892,0.33518,0.34535,685371132
2004-01-08,0.34922,0.36301,0.34622,0.35716,537563568
2004-01-09,0.35539,0.3688,0.34831,0.35169,499170955
2004-01-12,0.35413,0.367,0.35316,0.36301,569339413
2004-01-13,0.37768,0.3798,0.36478,0.3688,792984886
2004-01-14,0.37304,0.37526,0.36368,0.37,724112762
2004-01-15,0.35049,0.35781,0.34401,0.34952,1189082174
2004-01-16,0.35169,0.35222,0.34564,0.34742,435391919
2004-01-20,0.34677,0.34861,0.3401,0.3477,369018695
2004-01-21,0.3471,0.35112,0.34277,0.34564,264701087
2004-01-22,0.34503,0.34892,0.33913,0.33913,239413678
2004-01-23,0.3401,0.3477,0.3401,0.34503,265297152
2004-01-26,0.34335,0.35254,0.34277,0.35192,316800794
2004-01-27,0.35222,0.35539,0.34861,0.35286,358606870
2004-01-28,0.34922,0.35749,0.34277,0.34435,321624432
2004-01-29,0.34592,0.34861,0.33948,0.34677,248397032
2004-01-30,0.3477,0.34987,0.34277,0.34503,216394876
2004-02-02,0.34335,0.34861,0.33759,0.34133,335675799
2004-02-03,0.34103,0.34246,0.33639,0.34043,211159451
2004-02-04,0.33639,0.33759,0.33185,0.33304,356838961
2004-02-05,0.33365,0.35049,0.33336,0.34277,412070289
2004-02-06,0.34305,0.35017,0.34246,0.34742,225786738
2004-02-09,0.34592,0.34952,0.34401,0.34677,219856308
2004-02-10,0.34592,0.35348,0.34305,0.35145,298201925
2004-02-11,0.35286,0.36507,0.35254,0.36398,407041232
2004-02-12,0.36206,0.36664,0.36086,0.36301,214867382
2004-02-13,0.36478,0.3685,0.34892,0.35169,369012138
2004-02-17,0.35316,0.35901,0.35316,0.35413,199646393
2004-02-18,0.3545,0.35843,0.35254,0.35569,165392923
2004-02-19,0.35627,0.3615,0.34277,0.34335,377307698
2004-02-20,0.34401,0.34435,0.33978,0.34246,324192734
2004-02-23,0.34305,0.34335,0.33491,0.33948,226654978
2004-02-24,0.33854,0.3477,0.33639,0.34187,302518719
2004-02-25,0.33978,0.35017,0.33978,0.34861,322675078
2004-02-26,0.34922,0.3545,0.34861,0.35222,231708924
2004-02-27,0.35112,0.36732,0.35079,0.36569,547560751
2004-03-01,0.36824,0.37159,0.36507,0.36732,376261375
2004-03-02,0.36638,0.3685,0.36331,0.36398,299769357
2004-03-03,0.36086,0.37,0.36086,0.36569,262916497
2004-03-04,0.36638,0.38561,0.36569,0.38466,771037008
2004-03-05,0.38138,0.42024,0.38075,0.40893,1799182627
2004-03-08,0.40951,0.40951,0.39453,0.39749,610629968
2004-03-09,0.39604,0.41647,0.39394,0.41447,722154686
2004-03-10,0.41251,0.43024,0.4119,0.42312,1175981685
2004-03-11,0.41677,0.42866,0.41414,0.41507,696111171
2004-03-12,0.41766,0.42478,0.41561,0.42145,384482868
2004-03-15,0.4135,0.41836,0.40157,0.40428,562571073
2004-03-16,0.40609,0.40669,0.38844,0.39486,703645361
2004-03-17,0.39694,0.40337,0.3942,0.40054,480485617
2004-03-18,0.39662,0.39846,0.39108,0.3926,374968831
2004-03-19,0.39298,0.4119,0.3905,0.39546,477153808
2004-03-22,0.38815,0.40025,0.38596,0.39546,489363657
2004-03-23,0.39635,0.39749,0.38561,0.38661,450221170
2004-03-24,0.38685,0.39394,0.38628,0.3899,498452148
2004-03-25,0.39912,0.41157,0.39604,0.41098,661522095
2004-03-26,0.41157,0.41836,0.41157,0.4135,490315366
2004-03-29,0.41898,0.42785,0.4159,0.42701,393296289
2004-03-30,0.42604,0.42727,0.41804,0.42701,419974439
2004-03-31,0.42604,0.42785,0.4119,0.4135,453951476
2004-04-01,0.41128,0.41677,0.40699,0.41447,364189584
2004-04-02,0.4241,0.42701,0.41647,0.42056,318793052
2004-04-05,0.42024,0.43391,0.41963,0.43303,450404911
2004-04-06,0.4241,0.43024,0.41927,0.42539,301296035
2004-04-07,0.42228,0.42345,0.41157,0.41736,297935739
2004-04-08,0.42671,0.42812,0.4159,0.42113,281350064
2004-04-12,0.42056,0.42962,0.42024,0.42866,269232298
2004-04-13,0.42812,0.42866,0.41041,0.41157,509639937
2004-04-14,0.40893,0.41414,0.40219,0.40734,746694138
2004-04-15,0.44344,0.45229,0.43056,0.44805,2056997377
2004-04-16,0.44466,0.44805,0.43577,0.44615,470560382
2004-04-19,0.42996,0.43977,0.42539,0.43363,831919346
2004-04-20,0.43155,0.4345,0.42145,0.4241,414021875
2004-04-21,0.42203,0.42996,0.41866,0.4241,380571377
2004-04-22,0.42145,0.43091,0.41447,0.42478,402420247
2004-04-23,0.42478,0.42812,0.41382,0.42345,368838760
2004-04-26,0.42175,0.4226,0.41286,0.41471,269923794
2004-04-27,0.41647,0.41963,0.4083,0.4119,331507382
2004-04-28,0.41005,0.41319,0.40281,0.40428,269968687
2004-04-29,0.40428,0.41286,0.39719,0.40922,538128425
2004-04-30,0.41128,0.41219,0.38961,0.3942,544801264
2004-05-03,0.39749,0.40252,0.39361,0.39884,347586745
2004-05-04,0.39846,0.40609,0.3899,0.39969,326975972
2004-05-05,0.40054,0.40922,0.39694,0.40734,277359438
2004-05-06,0.40397,0.40922,0.39604,0.40642,307794625
2004-05-07,0.40642,0.42175,0.40609,0.40797,489339260
2004-05-10,0.40157,0.40669,0.39662,0.40191,291936594
2004-05-11,0.40364,0.4159,0.40364,0.41507,356394140
2004-05-12,0.40951,0.41804,0.4012,0.41736,286612027
2004-05-13,0.41471,0.4238,0.41128,0.4159,268431789
2004-05-14,0.41447,0.41766,0.40428,0.41382,301068608
2004-05-17,0.4083,0.41382,0.40301,0.40734,350870080
2004-05-18,0.41219,0.41707,0.40975,0.41382,240649263
2004-05-19,0.41898,0.42056,0.40397,0.4046,438629360
2004-05-20,0.40699,0.41286,0.4046,0.40863,229224929
2004-05-21,0.41128,0.4159,0.40893,0.41447,210085684
2004-05-24,0.41647,0.42671,0.41447,0.41804,275145539
2004-05-25,0.42056,0.43606,0.41707,0.4345,373686251
2004-05-26,0.43273,0.44009,0.42812,0.43606,376239330
2004-05-27,0.43543,0.43735,0.42539,0.43091,275577528
2004-05-28,0.42933,0.43223,0.42507,0.42901,170172139
2004-06-01,0.42478,0.43123,0.42203,0.42901,212702193
2004-06-02,0.42866,0.44615,0.42507,0.4422,372202950
